date,latitude,longitude,depth,mag,id
20150809,41.8781,-119.6469,10.7,3.1,nn00505653
20150809,35.439,-97.109,6.9,3.6,us100030hu
20150810,36.9726,-97.9597,5,3.1,us100030x0
20150810,43.7976,-105.2905,0,3.3,us100030wa
20150810,43.7212,-105.2806,0,3.3,us100030uy
20150810,36.6773,-98.1522,5.705,3.5,us100030ur
20150810,36.9297,-97.6816,0.113,3,us100030p6
20150811,41.8878,-119.6452,9.7,3,nn00506010
20150811,36.6214,-97.8112,5,3,us10003119
20150812,40.1305,-119.1781,6.6,3.5,nn00506293
20150812,31.0455,-103.1619,5,3,us100031pj
20150812,43.7929,-105.2334,0,3.3,us100031nl
20150813,36.0809,-97.22,5,3.3,us10003239
20150813,36.8478,-97.8797,5,3.3,us10003207
20150813,35.7455,-97.39,6.15,3.1,us100031zg
20150813,35.7451,-97.3894,5,3.4,us100031xr
20150813,41.8856,-119.622,10.3,4.2,nn00506331
20150813,36.2783,-97.5198,5.4,3.1,us100031t5
20150813,41.8792,-119.6151,9.1,3.2,nn00506315
20150813,36.8171,-97.6173,4.842,3,us100031se
20150814,36.8311,-97.8011,0.091,4.1,us100032ei
20150814,41.8841,-119.6241,9.5,3.5,nn00506470
20150814,41.8713,-119.6179,10.5,3.4,nn00506455
20150815,43.7156,-105.3226,0,3.2,us100032mw
20150815,43.5289,-105.3686,0,3.4,us20003fbg
20150815,35.984,-97.5508,5.372,3,us100032ks
20150815,41.9156,-119.6214,9.2,3.3,nn00506570
20150815,36.4813,-98.9184,6.467,3.2,us100032jb
20150816,36.9308,-97.6796,2.167,3.1,us100032nw
20150816,36.8398,-97.8231,4.25,3.4,us100032np
20150816,36.8433,-97.8222,3.382,3,us100032wm
20150817,37.8366667,-122.2321667,4.69,4.01,nc72507396
20150817,35.336,-96.67,5.4,3.3,us100032uf
20150817,36.8963,-97.686,1.516,3.3,us100032u8
20150817,32.1896667,-117.7175,9.82,3.75,ci37228879
20150818,36.2915,-97.533,6.84,3.3,us1000332b
20150818,41.8493,-119.6263,11.1,3.3,nn00506851
20150819,36.5508,-98.4616,5.227,3.3,us100033j5
20150819,43.8044,-105.2258,0,3.4,us100033gz
20150819,43.7585,-105.3178,0,3.4,us100033gg
20150819,41.7804,-100.2628,14.75,3.6,us100033b5
20150820,44.0449,-105.3531,0,3.4,us100033qj
20150820,37.0535,-97.9138,6.26,3.4,us100033nu
20150820,36.2877,-97.5317,1.11,3.3,us100033m3
20150820,37.1001,-104.921,1.08,3.9,us100033ki
20150820,36.8484,-98.2548,3.933,3.5,us100033jw
20150820,36.8441,-98.2687,4.001,3.6,us100033jm
20150821,47.243,-66.29,5,3,us1000345f
20150821,43.8289,-105.2678,0,3.2,us20003gfq
20150822,37.5975,-118.7878333,4.76,3.71,nc72510456
20150822,36.8416,-97.8271,5.256,3.8,us1000346p
20150823,43.789,-105.2804,0,3.4,us100034d4
20150823,38.7843333,-122.7436667,3.51,3.83,nc72511186
20150823,36.0299,-97.1194,5.773,3.3,us100034cc
20150823,36.5972,-97.698,6.835,3.3,us100034ib
20150823,36.282,-97.511,3.55,3.1,us100034bm
20150823,36.7647,-98.5403,2.12,3.4,us100034a6
20150824,35.829,-97.406,5.8,3,us100034ll
20150824,31.239,-115.9426667,5.029,3.12,ci37231863
20150825,36.2788,-97.2812,3.84,3,us100034x1
20150825,35.6641667,-89.6823333,12.69,3.5,nm60087957
20150825,36.0338,-97.1195,3.263,3.3,us100034qq
20150825,36.8561,-97.3994,5.381,3,us100034us
20150825,44.812,-111.5956,10.5,3.4,mb15710001
20150825,36.0024,-97.1037,2.442,3.1,us100034nd
20150826,43.7242,-105.1922,0,3,us1000356v
20150826,36.9367,-97.6841,5,3,us10003528
20150826,36.8844,-98.1341,0,3.4,us100034yz
20150826,36.2767,-97.2667,4.469,3.2,us100034yg
20150827,46.21,-66.594,5,3.6,us100035k5
20150827,43.781,-105.2893,0,3.2,us100035g1
20150827,36.8497,-97.6976,4.476,3,us10003577
20150828,36.076,-97.5812,5.228,3.3,us100035x6
20150828,44.0526,-105.3108,0,3.1,us100035vt
20150828,43.6025,-105.293,0,3.8,us100035vf
20150828,44.0476,-105.3251,0,3.3,us100035uv
20150829,37.06,-97.5243,5.91,3.1,us100035zt
20150829,39.4791667,-123.5883333,5.386,3.04,nc71096509
20150829,39.481,-123.5968333,5.046,3.56,nc72515311
20150829,42.7866,-111.1429,8.48,3.3,us100035y8
20150829,36.0307,-97.1211,5.016,3.1,us100035xm
20150830,43.7624,-105.271,0,3.3,us1000366s
20150830,35.675,-97.399,6.01,3.4,us1000365e
20150830,36.8066,-98.3452,4.67,3.5,us1000364s
20150830,36.5111,-99.0493,0.876,3.1,us1000363i
20150830,36.6379,-97.6453,5.383,3,us10003629
20150831,41.8624,-119.6267,10.3,3.3,nn00508828
20150831,41.8712,-119.6053,10.2,3.1,nn00508822
20150831,36.7851,-98.4536,0.123,3.5,us100036av
20150831,41.8615,-119.6253,11.2,3.3,nn00508719
20150831,35.7457,-97.359,5,3,us10003682
20150901,35.9507,-96.7805,4.102,3,us20003fik
20150901,48.3073333,-119.0193333,9.13,4.15,uw61073836
20150901,37.0607,-97.5232,5.98,3.1,us20003fca
20150901,35.9486,-96.7844,3.892,3.4,us20003fc5
20150902,36.9389,-98.0182,5.589,3.4,us20003fwl
20150902,35.949,-96.781,3.7,3.3,us20003fqc
20150902,36.488,-98.511,4.4,3.5,us20003fq6
20150902,36.496,-89.5591667,9.48,3,nm60088632
20150903,41.8532,-119.6307,8.4,3.2,nn00509117
20150904,43.7355,-105.2698,0,3.2,us20003ghg
20150904,41.8463,-119.6317,8.7,3.3,nn00509233
20150906,41.8473,-119.6354,8.2,3,nn00509421
20150908,36.178,-97.4857,5.819,3.3,us20003her
20150908,41.9868333,-120.1623333,7.097,3.52,nc72522031
20150908,36.5293,-98.4921,4.592,3,us20003h70
20150908,38.6521,-118.8004,7.3,3.4,nn00509598
20150908,38.6514,-118.8018,6.5,3.5,nn00509591
20150908,38.6488,-118.8064,6.2,4.4,nn00509589
20150909,43.7541,-105.3205,0,3.4,us20003hmk
20150909,45.767,-76.3743333,10,3.19,ld60101641
20150909,36.1824,-97.4975,3.473,3.5,us20003hgz
20150910,36.9027,-97.6825,6.56,3.4,us20003hum
20150910,36.0301,-97.1221,5.336,3.1,us20003huh
20150910,38.6502,-118.7997,6.4,3.1,nn00509943
20150910,36.1808,-97.4857,5.638,3.3,us20003hp0
20150912,47.5178333,-121.7498333,18.83,3.86,uw61064752
20150912,43.69,-105.2512,0,3.6,us20003j34
20150912,43.6538,-105.3067,0,3.4,us20003j2r
20150912,35.7444,-97.3549,6.457,3.1,us20003j0x
20150912,39.8076667,-122.7425,2.862,3.07,nc72524286
20150912,35.9853,-97.5616,6.369,3.2,us20003j0a
20150912,37.059,-97.9318,6.25,3.3,us20003iwg
20150913,43.8095,-105.2756,0,3.5,us20003j77
20150913,24.9039,-109.3154,10,4.9,us20003j5w
20150913,24.8355,-109.3874,10,4.2,us20003nye
20150913,24.9529,-109.7119,10,5.2,us20003j54
20150913,24.913,-109.6226,10,6.7,us20003j4u
20150913,24.8094,-109.5138,10,5.6,us20003j4t
20150913,24.9056,-109.6985,10,5.3,us20003j4l
20150913,47.4246,-70.3593,11.29,3.1,us20003j4c
20150914,35.7437,-97.3552,5.391,3.3,us20003je6
20150914,41.8468,-119.6435,8.3,3,nn00510527
20150914,41.8594,-119.6271,9.7,4.7,nn00510518
20150914,37.5975,-118.7878333,4.776,3.22,nc72525076
20150914,36.2785,-97.5116,6.851,3.1,us20003j9c
20150914,36.0713,-97.4386,5.197,3.1,us20003j8n
20150914,24.6694,-109.3617,10,4,us20003j8e
20150914,36.0694,-97.439,5.387,3.2,us20003j83
20150915,36.482,-98.921,5,3.6,us20003juv
20150915,36.4821,-98.9374,6.273,3.4,us20003jul
20150915,43.763,-105.278,0,3.3,us20003js0
20150915,35.671,-97.415,3.076,3.1,us20003jng
20150915,35.5128,-97.3032,6.372,3,us20003jmb
20150915,38.809,-122.8128333,2.438,3,nc72525476
20150915,36.0732,-97.4407,2.087,3,us20003jja
20150916,43.8187,-105.2791,0,3.2,us10003itt
20150916,34.2866,-106.7772,5.86,3.2,us20003k43
20150916,36.2801,-97.5128,9.424,3,us20003k50
20150916,34.1371667,-116.858,9.55,4,ci37243591
20150916,36.3334,-96.7918,5,3.3,us20003jzj
20150916,36.3288,-96.7891,3.093,3.2,us20003jxh
20150916,36.4802,-98.9418,10.742,3.7,us20003jvv
20150916,32.9313333,-115.5413333,11.96,3.28,ci37243311
20150916,35.9778,-96.7949,4.019,3.7,us20003jvi
20150917,41.858,-119.6452,11.8,3.1,nn00511125
20150917,36.8433,-97.8111,4.889,3.1,us20003klk
20150918,36.8125,-97.8086,3.11,3.1,us20003ln7
20150918,43.722,-105.2451,0,3.1,us10003jiz
20150918,38.4719,-118.3649,5.9,3.6,nn00511265
20150918,36.2769,-97.5182,5,3.2,us20003l7i
20150918,35.9931,-96.7997,0.208,4.1,us20003l6t
20150918,35.9834,-96.7962,4.327,3,us20003l5t
20150918,35.9909,-96.7943,5,3.2,us20003l5f
20150918,37.473,-98.9575,5.39,3.4,us20003l2d
20150918,44.4515,-114.123,10.26,3.3,us20003l29
20150919,35.9878,-96.7963,4.478,3.1,us20003mh0
20150919,35.9861,-96.7964,4.573,3,us20003lqq
20150919,36.3331,-96.791,5,3.1,us20003lpu
20150920,35.901,-97.2545,5,3.1,us20003m9l
20150920,43.6046,-105.222,0,3.4,us20003m9j
20150920,41.8648,-119.6279,10.9,3.4,nn00511445
20150920,35.9836,-96.8064,4.789,3.2,us20003m6q
20150920,37.0495,-97.915,5.85,3,us20003m5y
20150921,43.7786,-105.2835,0,3.4,us20003mkx
20150921,36.2662,-98.5315,6.167,3.8,us20003mjj
20150921,36.269,-98.5169,0.78,3.1,us20003mb0
20150922,41.8623,-119.6359,11.6,3.1,nn00511780
20150922,36.2878,-97.5076,4.629,3,us20003mvi
20150922,36.8302,-98.2355,5,3.3,us20003mtc
20150922,36.2911,-98.1903,4.924,3.3,us20003ms2
20150923,35.5944,-97.4025,5.571,3.1,us20003n7f
20150924,38.6512,-118.7989,6.3,3,nn00512113
20150924,43.6636,-105.2592,0,3.1,us20003nt8
20150924,40.4266667,-123.3941667,8.13,3,nc72529026
20150924,36.7396,-98.3618,7.733,3.2,us20003nlf
20150925,43.6992,-105.2843,0,3.2,us10003md9
20150925,36.2657,-98.5337,7.105,3.2,us20003p8p
20150925,36.5267,-98.4576,0.799,3.4,us20003nxd
20150925,35.9932,-96.7899,0.488,3.1,us20003nwu
20150925,35.987,-96.7872,2.893,4,us20003nwb
20150926,35.6953,-111.9312,5,3.3,us20003pea
20150926,41.8636,-119.6007,8.5,3.1,nn00512362
20150926,41.8542,-119.6043,9,3.3,nn00512358
20150927,35.9894,-96.8061,2.67,3.2,usd00065a4
20150927,35.9856,-96.797,5.1,3.6,us20003pjy
20150927,36.9031,-97.9099,3.903,3,us20003pi3
20150927,39.645,-119.1478,7.2,3,nn00512464
20150927,41.8709,-119.6123,10.2,4.2,nn00512427
20150927,31.2023333,-115.7341667,5.96,3.36,ci37249559
20150928,39.4435,-122.9865,7.991,3.91,nc72532161
20150928,36.8411,-98.2448,4.467,3,us10003xjh
20150928,41.8564,-119.6267,10.2,3,nn00512559
20150929,30.975,-114.7891667,4.72,3.19,ci37251287
20150929,36.6273,-98.2122,6.147,3.3,us10003iz3
20150929,43.6162,-105.3616,0,3.5,us10003ixs
20150929,36.6276,-98.2139,6.186,3.1,us10003irh
20150929,41.8542,-119.6368,11.9,4.2,nn00512709
20150930,36.7149,-98.4457,4.911,3.3,us10003j29
20150930,46.509,-80.8978,1,3.1,us10003j1h
20151001,41.8687,-119.5953,7.2,3,nn00513098
20151001,36.2541,-97.2343,7.993,3.2,us10003jfm
20151001,36.252,-97.2268,5.983,3.7,us10003jfb
20151002,35.7996,-96.6805,4.475,3.2,us10003jru
20151002,36.3409,-97.0494,2.956,3.1,us10003xj2
20151002,36.6274,-98.2138,6.41,3.5,us10003jpm
20151003,38.6575,-118.8051,5.9,3,nn00513295
20151003,37.1015,-97.7032,5.67,3.4,us10003jya
20151004,36.6364,-98.1943,6.095,3,us10003k90
20151004,41.8655,-119.6136,9.2,3,nn00513404
20151004,41.8654,-119.599,9.8,3.3,nn00513400
20151004,46.787,-112.0203333,4.28,3.3,mb80100294
20151005,43.6989,-105.2677,0,3.4,us10003khv
20151005,36.7769,-98.1898,6.033,3.8,us10003ke9
20151005,36.7669,-98.1799,6.282,3.4,us10003kcc
20151006,36.9365,-98.0359,4.974,3,us10003xjk
20151006,36.2667,-97.3407,4.499,3.4,us10003kp0
20151007,36.3656,-97.4514,7.571,3,us10003l1c
20151007,32.3435,-115.255,15.43,3.37,ci37254543
20151007,36.1182,-97.3038,5.982,3,us10003kx1
20151008,35.9923,-96.791,5,3,us10003l2k
20151009,36.4906,-98.7225,2.342,3.4,us10003mlh
20151009,43.796,-105.2161,0,3.3,us10003mk0
20151009,35.9355,-96.7741,3.565,3.1,us10003men
20151010,35.9781,-96.8184,4.689,3.3,us10003mrh
20151010,35.9897,-96.7828,4.474,3,us10003mqx
20151010,35.9862,-96.7981,4.694,3.1,us10003mr7
20151010,35.986,-96.8032,3.274,4.3,us10003mqq
20151010,43.7001,-105.3121,0,3.5,us10003mq6
20151010,36.7234,-97.9299,5.716,3.5,us10003mpd
20151010,41.8508,-119.6334,10.6,3,nn00514218
20151010,36.7187,-97.9311,5.629,4.4,us10003mnu
20151010,36.3573,-97.3745,7.955,3.1,us10003mmx
20151010,37.2142,-97.9802,4.45,3.3,us10003mpn
20151010,37.2123,-97.9803,4.16,3,us10003mmr
20151010,36.8414,-97.8147,5.819,3.4,us10003mmj
20151011,37.0568,-97.9338,5.95,3,us10003mwn
20151011,36.3205,-97.5574,7.824,3.5,us10003mu5
20151011,36.5908,-98.3872,5,3.3,us10003mtz
20151012,36.5742,-97.0936,7.696,3.4,us10003n4v
20151012,36.5688,-97.0992,4.868,3,us10003n2a
20151012,36.329,-96.7763,5.697,3,us10003n02
20151012,37.2128,-97.9815,4.35,3,us10003myj
20151012,36.2842,-97.504,5,3.2,us10003myc
20151012,36.7611,-98.0692,6.378,3.3,us10003my4
20151013,36.2783,-97.5121,8.378,3.2,us10003ndd
20151014,36.3469,-96.7753,5,3,us10003nrj
20151014,36.0745,-97.5824,4.494,3.4,us10003nqz
20151014,34.197,-116.9068333,10.11,3.47,ci37475560
20151014,37.7853333,-121.9636667,7.96,3.08,nc72536565
20151014,35.9978,-96.7698,0.445,3.1,us10003nhm
20151015,37.7861667,-121.9643333,8.52,3.36,nc72537675
20151015,36.7589,-98.0695,6.489,3,us10003nw4
20151015,36.1819,-97.367,6.512,3.1,us10003nt8
20151015,35.8566,-97.3464,4.847,3.5,us10003nt2
20151016,36.7511667,-90.8601667,15.74,3.2,nm60119416
20151016,36.7626667,-90.8598333,15.75,3.48,nm60119406
20151016,33.2711667,-116.7896667,8.53,3.19,ci37476536
20151017,37.0575,-97.934,5.82,3.4,us10003pcq
20151017,37.0537,-97.9413,6.21,3.4,us10003pcg
20151017,35.9768,-96.8208,4.29,3,us10003pbt
20151017,34.1191667,-116.9125,7.23,3.31,ci37476904
20151018,37.7898333,-121.9643333,8.62,3.26,nc72540130
20151018,43.6011,-105.2463,0,3.4,us10003pju
20151018,38.8076667,-122.8156667,1.3,3.3,nc72539720
20151018,35.8532,-97.3492,5.582,3.1,us10003pgm
20151018,35.853,-97.35,5.8,3.3,us10003pgf
20151019,37.7918333,-121.9635,7.4,3.6,nc72540765
20151019,43.7872,-105.287,0,3.1,us10003ps5
20151019,36.8989,-97.6529,5,3.2,us10003prb
20151019,36.761,-98.0721,4.089,3.2,us10003pl9
20151019,36.7346,-97.8401,5.648,3.1,us10003pl4
20151019,37.1192,-97.6185,3.79,3,us10003pk9
20151020,45.7271,-77.1392,18,3.1,us100040ey
20151020,45.7344,-77.1451,18,3.8,us10003q3y
20151021,31.5665,-114.5371667,5.99,3.1,ci37261959
20151022,44.4703,-114.1393,6.57,3,us10003qu9
20151022,36.9385,-98.0212,5.904,3.1,us10003qqh
20151023,45.1783,-106.7968,0,3.2,us10003r2y
20151023,37.7825,-121.9655,8.7,3.23,nc72542520
20151024,36.8302,-97.7883,5.446,3.5,us10003r89
20151024,36.8304,-97.7932,5.308,3.2,us10003r7v
20151024,37.2292,-97.9598,2.72,3,us10003rl7
20151024,37.7831667,-121.9691667,9.6,3.02,nc72542920
20151024,37.781,-121.9668333,9.24,3.21,nc72542915
20151024,36.7833,-97.5441,5.562,3.2,us10003r5d
20151025,31.3485,-115.4473,5.96,3.6,us10003rc9
20151025,34.0611667,-118.7633333,9.5,3.39,ci37263871
20151025,36.1857,-98.811,7.132,3,us10003r9e
20151026,36.3662,-97.7008,5,3.4,us10003rdw
20151027,36.6553,-98.7187,3.516,3.3,us20003zzg
20151027,43.7752,-105.2381,0,3,us200040re
20151027,32.4083333,-115.464,15.17,3.17,ci37264615
20151027,36.1762,-97.3871,4.798,3.1,us10003rvd
20151027,36.2139,-97.5708,5,3,us10003rt7
20151027,36.8285,-97.7887,2.531,3.4,us10003rs7
20151027,37.1217,-97.6213,4.02,3.6,us10003rqb
20151027,37.122,-97.6177,3.87,3.3,us10003rq2
20151028,39.0892,-119.6352,10.5,3,nn00516642
20151028,36.7023,-97.6965,0.106,3.1,us2000405k
20151028,37.7775,-121.9635,8.98,3.13,nc72545010
20151029,41.8376,-119.6454,11,3,nn00517059
20151029,43.6277,-105.2194,0,3.7,us200040jx
20151029,41.9025,-119.6002,8.3,3.9,nn00516895
20151029,35.8323333,-120.6058333,10.61,3.2,nc72545730
20151029,36.4256,-97.3401,1.102,3,us200040dn
20151029,36.134,-97.3028,1.936,3.3,us200040dl
20151029,46.4861667,-122.308,20.53,3.16,uw61084992
20151029,40.803,-123.9718333,24.85,3.07,nc72545480
20151029,35.8619,-97.3546,3.84,3.5,us200040cw
20151029,32.9546667,-115.7371667,11.2,3.08,ci37265103
20151030,36.7355,-98.752,4.242,3.3,us200040xy
20151030,36.0739,-97.5736,4.673,3.6,us200040xa
20151030,36.7804,-98.652,1.61,3.1,us200040u9
20151030,35.8561,-97.3552,5.828,3.2,us200040pl
20151030,31.6495,-116.0491667,5.09,3.02,ci37265679
20151030,37.1523,-97.6225,4.62,3.4,us200040mu
20151031,43.6017,-105.2491,0,3.1,us200041mq
20151031,35.9872,-96.7981,4.66,3.5,us2000411m
20151031,39.6036667,-121.935,21.05,3.53,nc72546355
20151101,43.9093,-105.526,0,3.2,us2000417p
20151102,37.9273,-118.1683,9.4,3.5,nn00517435
20151102,35.9199,-97.3269,5,3,us10003xlt
20151102,35.9181,-97.3303,7.158,3.7,us200041cz
20151102,35.9198,-97.3312,5.373,3.9,us200041bv
20151102,34.1088,-112.1383,6.67,3.6,us2000419q
20151102,34.1357,-112.132,5.92,4,us2000419p
20151102,34.148,-112.161,5,3.2,us2000419b
20151103,36.3207,-97.5524,3.917,3.1,us200041ri
20151103,35.9135,-97.2423,6.601,3.3,us200041mg
20151103,36.7665,-98.0791,5.864,3.2,us200041lr
20151103,41.8518,-119.6279,12.7,3.3,nn00517535
20151103,41.8587,-119.6328,12.5,3.5,nn00517531
20151104,32.1178333,-115.058,21.12,3.4,ci37485376
20151104,37.7781667,-121.9638333,9.24,3.1,nc72548525
20151104,36.9444,-97.8404,2.642,3.2,us200041z6
20151104,36.9436,-97.8458,2.888,3.2,us200041ym
20151104,47.0232,-66.6281,5,3.7,us200041yg
20151104,36.2977,-97.1748,9.759,3,us200041tq
20151105,43.6541,-105.2043,0,3.4,us10003w03
20151105,43.8163,-105.3856,0,3.1,us10003vzz
20151105,36.5468333,-121.0326667,7.55,3.04,nc72548865
20151105,38.9495,-118.1443,10.4,3.1,nn00517795
20151105,34.3421667,-118.4661667,3.29,3.48,ci37485624
20151107,36.9439,-97.8401,4.734,3.6,us10003vmj
20151107,36.9498,-97.8386,3.207,3.5,us10003vm1
20151107,36.6241,-97.7214,4.963,3.4,us10003vlk
20151107,36.9412,-97.8353,2.149,3,us10003vlb
20151107,36.6554,-98.7167,3.159,3,us10003vl0
20151107,36.9439,-97.843,5,3.1,us10003vkx
20151107,36.9482,-97.8369,5,3.1,us10003vkt
20151107,36.9468,-97.8368,3.905,3.8,us10003vkr
20151107,36.9499,-97.8361,4.856,3,us10003viv
20151107,36.9528,-97.8552,5,4.1,us10003vin
20151107,36.4238,-97.3357,5,3,us10003vfw
20151107,31.3221,-103.0913,1.37,3,us10003vfx
20151107,36.2639,-97.2395,3.81,3.5,us10003vfn
20151108,43.5001,-105.3294,0,3.5,us10003vtb
20151108,43.583,-105.23,0,3.4,us10003vt5
20151108,35.9803,-96.8185,4.192,3.5,us10003vst
20151108,36.9466,-97.836,2.954,3.4,us10003vpa
20151108,36.9506,-97.8375,3.666,3.5,us10003vnh
20151109,37.1223,-97.6172,4.27,3.6,us10003w3p
20151109,36.7605,-98.0766,6.516,3.7,us10003vxn
20151109,36.8489,-97.6892,5,3,us10003vwm
20151109,41.7116667,-109.8686667,-1.7,3.05,uu60129317
20151110,36.6716,-97.7326,5.015,3.1,us10003x7r
20151110,31.3198,-103.0504,2.17,3.2,us10003x5f
20151110,36.9447,-97.8257,5,3,us10003x3v
20151110,36.9435,-97.8231,3.434,3.5,us10003x3t
20151110,42.511,-101.0304,5,3.2,us10003wgh
20151110,36.9507,-97.8335,0.113,3.7,us10003was
20151110,35.9825,-96.8077,4.339,3.3,us10003wah
20151110,36.4721,-98.7516,2.091,3.2,us10003wab
20151110,36.7543,-98.0791,6.1,3.5,us10003w7j
20151110,36.3193,-97.5538,6.25,3.5,us10003w5z
20151111,35.674,-97.3996,5.986,3.4,us10003xeh
20151111,36.6949,-98.2619,6.004,3.4,us10003xcp
20151111,36.9482,-97.8084,1.118,3,us10003x8m
20151111,36.9471,-97.8262,2.143,3.5,us10003x8l
20151112,43.7106,-105.3118,0,3.5,us10003yqg
20151112,36.9661,-97.8492,5.457,3,us10003xrf
20151112,35.9197,-97.3397,5.495,3,us10003xr7
20151113,36.6941,-98.2615,6.218,3.1,us10003y6y
20151113,31.6135,-116.0156667,5.36,4.28,ci37272591
20151113,36.776,-121.2906667,8.62,3.51,nc72554936
20151113,36.9516,-97.8307,2.703,3.4,us10003xz0
20151114,43.8461,-105.2934,0,3,us10003yea
20151114,43.5334,-105.2734,0,3.4,us10003ye6
20151114,36.1991,-97.4882,6.399,3.1,us10003ydb
20151115,43.7938,-105.2825,0,3.3,us10003yig
20151115,36.4696,-98.7549,5.109,4.3,us10003yhc
20151117,36.3686,-97.1309,3.339,3.1,us10003yzr
20151118,43.7387,-105.2975,0,3.2,us10003zuf
20151118,36.1212,-97.6437,4.858,3.4,us10003z86
20151118,41.3381667,-124.5213333,17,3.14,nc72557081
20151118,34.175,-117.435,10.6,3.39,ci37274199
20151118,36.7759,-97.7622,6.033,3.2,us10003z71
20151119,36.0788,-97.5686,4.488,3.7,us10003zit
20151119,36.071,-97.5836,4.87,3.2,us10003zig
20151119,36.6563,-98.4682,7.009,3.3,us10003zi6
20151119,41.8651,-119.6165,10.6,3.4,nn00519443
20151119,36.6561,-98.4614,10.294,3.2,us10003zhl
20151119,36.6602,-98.4594,5.914,4.7,us10003zgz
20151119,41.8702,-119.6115,10.7,3,nn00519431
20151119,41.8739,-119.6195,10.8,3.4,nn00519423
20151119,36.2833,-97.7102,5.834,3,us10003zf1
20151119,41.8731,-119.6231,12.1,4,nn00519381
20151119,41.8696,-119.619,12.9,4.2,nn00519379
20151120,36.6619,-98.4609,7.995,3.4,us10003zyv
20151120,36.9413,-97.8259,3.555,3.5,us10003zyj
20151120,36.9456,-97.8471,4.878,3.5,us10003zyh
20151120,36.9483,-97.8276,5,4.1,us10003zyc
20151120,36.7607,-98.0745,6.697,3.4,us10003zxn
20151120,36.5143,-98.6089,5,3.3,us10003zv0
20151120,36.6547,-98.4654,5.727,3,us10003zt3
20151120,36.6534,-98.4733,7.096,3.5,us10003zt0
20151120,36.5129,-98.6097,4.934,3.4,us10003zsc
20151120,36.6535,-98.4719,6.69,3.7,us10003zrm
20151120,41.8564,-119.6304,11.4,3,nn00519580
20151121,43.703,-105.2606,0,3.2,us10004067
20151121,43.6131,-105.3016,0,3.6,us10004060
20151121,43.7876,-105.2868,0,3.6,us1000405n
20151121,41.8532,-119.6378,11.7,3.1,nn00519826
20151121,36.945,-97.819,4.068,3,us1000403t
20151122,43.7658,-105.2696,0,3.5,us100040di
20151122,36.6596,-98.4593,6.981,3,us100040ai
20151123,36.8326,-98.2905,4.266,3.8,us100040ji
20151123,36.8382,-98.2762,5.028,4.4,us100040je
20151123,48.0432,-116.2383,5,3.7,us100040ja
20151123,36.6528,-98.4777,7.427,3.2,us100040i1
20151123,43.7912,-105.2726,0,3.4,us100040hp
20151123,43.5693,-109.8104,2.08,3,us100040fk
20151124,38.92,-107.4583,1,3.2,us100040m7
20151124,36.8152,-98.2767,5.942,3,us100040m2
20151124,36.8134,-98.2758,6.835,3.1,us100040li
20151124,36.8179,-98.2846,5.517,3.3,us100040lf
20151125,48.1238333,-121.2148333,3.78,3.4,uw61093837
20151125,48.1305,-121.1963333,9.61,3.04,uw61093822
20151125,35.8638,-96.8725,5.213,3,us100041ai
20151125,36.9448,-97.8125,4.103,3.3,us1000418t
20151125,36.5373333,-89.6015,8.67,3.04,nm60096437
20151125,36.8393,-98.2691,4.864,4.1,us1000413f
20151126,43.7013,-105.2626,0,3.4,us100041ki
20151126,36.9559,-97.8262,6.286,3.2,us100041hx
20151126,36.382,-98.2791,2.752,3,us100041hw
20151126,36.3304,-97.7317,5.466,3,us100041ew
20151126,36.3316,-97.7259,5.438,3.1,us100041es
20151126,36.9459,-97.8108,4.784,3.1,us100041dk
20151126,36.9465,-97.8139,5.439,3.3,us100041di
20151127,33.792,-116.1033333,6.62,3.01,ci37278167
20151128,44.9785,-74.7305,5,3.23,ld60106806
20151129,43.7656,-105.273,0,3.4,us1000422b
20151129,36.5082,-99.029,6.333,3,us1000420w
20151130,36.9443,-97.8309,5.264,3.3,us100042a0
20151130,43.6375,-105.252,0,3.5,us1000429d
20151130,36.3457,-99.2157,2.981,3.3,us10004292
20151130,43.2592,-106.3725,5,3.1,us1000428j
20151130,36.2814,-97.5075,11.418,3.2,us10004261
20151130,35.6679,-97.3949,5.448,3.2,us1000425g
20151130,36.7509,-98.0561,5.629,4.7,us1000424d
20151201,36.7353,-98.7485,3.18,3,us100042h0
20151201,36.5074,-98.7109,1.255,3.1,us100042gx
20151201,36.6562,-98.4644,7.922,3.2,us100042ca
20151202,33.0265,-116.4338333,6.89,3.29,ci37280407
20151202,43.7609,-105.2933,0,3,us100042tm
20151202,36.8265,-98.2839,5.307,3.4,us100042sp
20151202,36.7586,-98.0656,6.77,3.1,us100042mf
20151203,39.5161667,-123.6185,6.05,3.04,nc72563726
20151203,38.6147,-119.4009,10.1,3.3,nn00521169
20151204,36.6136,-98.0533,5.975,3.2,us100043uc
20151204,36.7635,-98.055,6.234,3.1,us100043c2
20151204,36.8315,-98.2737,4.986,3.2,us1000438i
20151204,36.7605,-98.0523,6.714,3.6,us1000436q
20151205,41.8503,-119.6284,10.5,3.2,nn00521515
20151205,36.2,-97.4277,6.122,3.4,us100044bl
20151205,43.7889,-105.2541,0,3.2,us100044b4
20151205,34.8037,-97.8063,10.507,3.1,us1000448c
20151206,36.7599,-98.0659,6.637,3.5,us100044gz
20151206,35.8485,-96.6504,4.625,3.1,us100044gy
20151206,41.8575,-119.6317,10.5,4.1,nn00521538
20151206,36.466,-98.7523,4.099,3.1,us100044ct
